date,match,pr,result,score
16.03.2019 19:00,Beşiktaş - Göztepe,15.03.2019 - 19.03.2019,1,1 - 0
15.03.2019 20:30,Fenerbahçe - Sivasspor,15.03.2019 - 19.03.2019,1,2 - 1
17.03.2019 19:00,Bursaspor - Galatasaray,15.03.2019 - 19.03.2019,2,2 - 3
16.03.2019 16:00,Erzurumspor - Trabzonspor,15.03.2019 - 19.03.2019,2,0 - 1
17.03.2019 16:00,Kayserispor - İst.Başakşehir,15.03.2019 - 19.03.2019,0,1 - 1
16.03.2019 13:30,Konyaspor - Rizespor,15.03.2019 - 19.03.2019,2,0 - 2
16.03.2019 16:00,Akhisarspor - Kasımpaşa,15.03.2019 - 19.03.2019,2,2 - 3
17.03.2019 13:30,Y.Malatyaspor - Ankaragücü,15.03.2019 - 19.03.2019,1,3 - 1
16.03.2019 19:00,Antalyaspor - Alanyaspor,15.03.2019 - 19.03.2019,1,3 - 0
17.03.2019 19:30,Everton - Chelsea,15.03.2019 - 19.03.2019,1,2 - 0
16.03.2019 17:30,Schalke 04 - RB Leipzig,15.03.2019 - 19.03.2019,2,0 - 1
16.03.2019 20:30,Hertha Berlin - B.Dortmund,15.03.2019 - 19.03.2019,2,2 - 3
17.03.2019 22:30,Milan - Inter,15.03.2019 - 19.03.2019,2,2 - 3
17.03.2019 20:30,Valencia - Getafe,15.03.2019 - 19.03.2019,0,0 - 0
17.03.2019 22:45,Real Betis - Barcelona,15.03.2019 - 19.03.2019,2,1 - 4
11.03.2019 20:00,Galatasaray - Antalyaspor,08.03.2019 - 12.03.2019,1,5 - 0
09.03.2019 19:00,İst.Başakşehir - Fenerbahçe,08.03.2019 - 12.03.2019,1,2 - 1
10.03.2019 19:00,Beşiktaş - Konyaspor,08.03.2019 - 12.03.2019,1,3 - 2
09.03.2019 16:00,Trabzonspor - Akhisarspor,08.03.2019 - 12.03.2019,1,2 - 1
10.03.2019 13:30,Alanyaspor - Erzurumspor,08.03.2019 - 12.03.2019,1,2 - 1
10.03.2019 16:00,Rizespor - Kayserispor,08.03.2019 - 12.03.2019,1,3 - 0
10.03.2019 16:00,Göztepe - Kasımpaşa,08.03.2019 - 12.03.2019,0,0 - 0
09.03.2019 19:00,Ankaragücü - Bursaspor,08.03.2019 - 12.03.2019,0,0 - 0
08.03.2019 20:30,Sivasspor - Malatyaspor,08.03.2019 - 12.03.2019,1,2 - 0
09.03.2019 18:00,Newcastle Unt. - Everton,08.03.2019 - 12.03.2019,1,3 - 2
10.03.2019 19:30,Arsenal - Manchester Unt.,08.03.2019 - 12.03.2019,1,2 - 0
09.03.2019 20:30,Mainz - M'Gladbach,08.03.2019 - 12.03.2019,2,0 - 1
10.03.2019 17:00,Sampdoria - Atalanta,08.03.2019 - 12.03.2019,2,1 - 2
10.03.2019 22:30,Fiorentina - Lazio,08.03.2019 - 12.03.2019,0,1 - 1
10.03.2019 20:30,Sevilla - R.Sociedad,08.03.2019 - 12.03.2019,1,5 - 2
03.03.2019 19:00,Erzurumspor - Galatasaray,01.03.2019 - 05.03.2019,0,1 - 1
25.02.2019 21:00,Beşiktaş - Fenerbahçe,22.02.2019 - 26.02.2019,0,3 - 3
02.03.2019 16:00,Kayserispor - Beşiktaş,01.03.2019 - 05.03.2019,0,2 - 2
02.03.2019 19:00,Fenerbahçe - Rizespor,01.03.2019 - 05.03.2019,1,3 - 2
04.03.2019 20:00,Kasımpaşa - Trabzonspor,01.03.2019 - 05.03.2019,0,2 - 2
03.03.2019 16:00,Y.Malatyaspor - İst.Başakşehir,01.03.2019 - 05.03.2019,2,0 - 2
01.03.2019 20:30,Antalyaspor - Ankaragücü,01.03.2019 - 05.03.2019,2,2 - 4
02.03.2019 16:00,Bursaspor - Sivasspor,01.03.2019 - 05.03.2019,1,3 - 2
03.03.2019 13:30,Konyaspor - Göztepe,01.03.2019 - 05.03.2019,0,1 - 1
04.03.2019 20:00,Akhisarspor - Alanyaspor,01.03.2019 - 05.03.2019,1,3 - 1
02.03.2019 15:30,Tottenham - Arsenal,01.03.2019 - 05.03.2019,0,1 - 1
02.03.2019 20:30,M'Gladbach - B.Münih,01.03.2019 - 05.03.2019,2,1 - 5
02.03.2019 22:30,Lazio - Roma,01.03.2019 - 05.03.2019,1,3 - 0
03.03.2019 22:30,Napoli - Juventus,01.03.2019 - 05.03.2019,2,1 - 2
02.03.2019 22:45,Real Madrid - Barcelona,01.03.2019 - 05.03.2019,2,0 - 1
03.03.2019 20:30,R.Sociedad - Atletico Madrid,01.03.2019 - 05.03.2019,2,0 - 2
24.02.2019 19:00,Galatasaray - Akhisarspor,22.02.2019 - 26.02.2019,1,1 - 0
22.02.2019 20:30,Göztepe - Trabzonspor,22.02.2019 - 26.02.2019,2,1 - 3
24.02.2019 19:00,İst.Başakşehir - Bursaspor,22.02.2019 - 26.02.2019,1,3 - 0
23.02.2019 16:00,Alanyaspor - Kasımpaşa,22.02.2019 - 26.02.2019,1,3 - 0
24.02.2019 16:00,Konyaspor - Kayserispor,22.02.2019 - 26.02.2019,2,0 - 1
22.02.2019 20:30,Rizespor - Y.Malatyaspor,22.02.2019 - 26.02.2019,1,3 - 0
24.02.2019 13:30,Ankaragücü - Erzurumspor,22.02.2019 - 26.02.2019,1,2 - 1
23.02.2019 13:30,Sivasspor - Antalyaspor,22.02.2019 - 26.02.2019,2,1 - 2
24.02.2019 17:05,Manchester Utd - Liverpool,22.02.2019 - 26.02.2019,0,0 - 0
24.02.2019 20:00,B.Dortmund - B.Leverkusen,22.02.2019 - 26.02.2019,1,3 - 2
25.02.2019 22:30,RB Leipzig - Hoffenheim,22.02.2019 - 26.02.2019,0,1 - 1
23.02.2019 17:00,Torino - Atalanta,22.02.2019 - 26.02.2019,1,2 - 0
23.02.2019 18:15,Sevilla - Barcelona,22.02.2019 - 26.02.2019,2,2 - 4
24.02.2019 22:45,Levante - Real Madrid,22.02.2019 - 26.02.2019,2,1 - 2
16.02.2019 19:00,Fenerbahçe - Konyaspor,15.02.2019 - 19.02.2019,0,1 - 1
17.02.2019 19:00,Kasımpaşa - Galatasaray,15.02.2019 - 19.02.2019,2,1 - 4
15.02.2019 20:30,Y.Malatyaspor - Beşiktaş,15.02.2019 - 19.02.2019,2,1 - 2
17.02.2019 16:00,Trabzonspor - Alanyaspor,15.02.2019 - 19.02.2019,2,0 - 2
18.02.2019 20:00,Antalyaspor - İ.Başakşehir,15.02.2019 - 19.02.2019,2,0 - 1
16.02.2019 13:30,Akhisarspor - Ankaragücü,15.02.2019 - 19.02.2019,0,0 - 0
16.02.2019 16:00,Bursaspor - Rizespor,15.02.2019 - 19.02.2019,2,0 - 2
17.02.2019 13:30,Erzurumspor - Sivasspor,15.02.2019 - 19.02.2019,1,4 - 2
17.02.2019 16:00,Kayserispor - Göztepe,15.02.2019 - 19.02.2019,1,2 - 1
16.02.2019 20:30,H.Berlin - W.Bremen,15.02.2019 - 19.02.2019,0,1 - 1
17.02.2019 17:30,E.Frankfurt - M'Gladbach,15.02.2019 - 19.02.2019,0,1 - 1
16.02.2019 22:30,Atalanta - Milan,15.02.2019 - 19.02.2019,2,1 - 3
17.02.2019 17:00,Genoa - Lazio,15.02.2019 - 19.02.2019,1,2 - 1
16.02.2019 18:15,R.Vallecano - Atl.Madrid,15.02.2019 - 19.02.2019,2,0 - 1
17.02.2019 22:45,R.Betis - Alaves,15.02.2019 - 19.02.2019,0,1 - 1
10.02.2019 19:00,Galatasaray - Trabzonspor,08.02.2019 - 12.02.2019,1,3 - 1
02.02.2019 19:00,Alanyaspor - Galatasaray,01.02.2019 - 05.02.2019,0,1 - 1
09.02.2019 19:00,Beşiktaş - Bursaspor,08.02.2019 - 12.02.2019,1,2 - 0
08.02.2019 20:30,Kayserispor - Fenerbahçe,08.02.2019 - 12.02.2019,1,1 - 0
09.02.2019 16:00,İ.Başakşehir - Bşb Erzurumspor,08.02.2019 - 12.02.2019,0,1 - 1
10.02.2019 13:30,Konyaspor - Y.Malatyaspor,08.02.2019 - 12.02.2019,0,1 - 1
09.02.2019 16:00,Rizespor - Antalyaspor,08.02.2019 - 12.02.2019,0,1 - 1
10.02.2019 16:00,Göztepe - Alanyaspor,08.02.2019 - 12.02.2019,1,3 - 2
11.02.2019 20:00,Ankaragücü - Kasımpaşa,08.02.2019 - 12.02.2019,1,3 - 0
11.02.2019 20:00,Sivasspor - Akhisarspor,08.02.2019 - 12.02.2019,1,2 - 1
10.02.2019 16:30,Tottenham - Leicester City,08.02.2019 - 12.02.2019,1,3 - 1
10.02.2019 19:00,Manchester City - Chelsea,08.02.2019 - 12.02.2019,1,6 - 0
09.02.2019 17:30,B.Dortmund - Hoffenheim,08.02.2019 - 12.02.2019,0,3 - 3
09.02.2019 17:30,Rb Leipzig - E.Frankfurt,08.02.2019 - 12.02.2019,0,0 - 0
09.02.2019 20:00,Fiorentina - Napoli,08.02.2019 - 12.02.2019,0,0 - 0
09.02.2019 18:15,Atl.Madrid - Real Madrid,08.02.2019 - 12.02.2019,2,1 - 3
03.02.2019 19:00,Antalyaspor - Beşiktaş,01.02.2019 - 05.02.2019,2,2 - 6
01.02.2019 20:30,Fenerbahçe - Göztepe,01.02.2019 - 05.02.2019,1,2 - 0
02.02.2019 16:00,Trabzonspor - Ankaragücü,01.02.2019 - 05.02.2019,1,1 - 0
03.02.2019 16:00,Akhisarspor - İ.Başakşehir,01.02.2019 - 05.02.2019,2,0 - 3
02.02.2019 13:30,Y.Malatyaspor - Kayserispor,01.02.2019 - 05.02.2019,0,1 - 1
02.02.2019 16:00,Kasımpaşa - Sivasspor,01.02.2019 - 05.02.2019,2,1 - 3
03.02.2019 13:30,Bşb.Erzurumspor - Rizespor,01.02.2019 - 05.02.2019,2,0 - 1
04.02.2019 20:00,Bursaspor - Konyaspor,01.02.2019 - 05.02.2019,0,0 - 0
03.02.2019 17:05,Leicester City - Man.Utd,01.02.2019 - 05.02.2019,2,0 - 1
03.02.2019 19:30,Man.City - Arsenal,01.02.2019 - 05.02.2019,1,3 - 1
02.02.2019 17:30,B.Leverkusen - B.Münih,01.02.2019 - 05.02.2019,1,3 - 1
02.02.2019 17:30,E.Frankfurt - B.Dortmund,01.02.2019 - 05.02.2019,0,1 - 1
03.02.2019 22:30,Roma - Milan,01.02.2019 - 05.02.2019,0,1 - 1
03.02.2019 18:15,Real Betis - Atl.Madrid,01.02.2019 - 05.02.2019,1,1 - 0
25.01.2019 20:30,Beşiktaş - Bşb.Erzurumspor,25.01.2019 - 29.01.2019,0,1 - 1
19.01.2019 19:00,Galatasaray - Ankaragücü,18.01.2019 - 22.01.2019,1,6 - 0
28.01.2019 20:00,Fenerbahçe - Y.Malatyaspor,25.01.2019 - 29.01.2019,1,3 - 2
26.01.2019 19:00,Göztepe - Galatasaray,25.01.2019 - 29.01.2019,2,0 - 1
27.01.2019 19:00,Sivasspor - Trabzonspor,25.01.2019 - 29.01.2019,0,1 - 1
28.01.2019 20:00,İ.Başakşehir - Kasımpaşa,25.01.2019 - 29.01.2019,1,2 - 0
27.01.2019 13:30,Rizespor - Akhisarspor,25.01.2019 - 29.01.2019,1,3 - 1
26.01.2019 16:00,Kayserispor - Bursaspor,25.01.2019 - 29.01.2019,0,1 - 1
27.01.2019 16:00,Konyaspor - Antalyaspor,25.01.2019 - 29.01.2019,1,2 - 0
28.01.2019 20:00,Ankaragücü - Alanyaspor,25.01.2019 - 29.01.2019,2,0 - 2
26.01.2019 17:30,Freiburg - Hoffenheim,25.01.2019 - 29.01.2019,2,2 - 4
26.01.2019 17:30,Wolfsburg - B.Leverkusen,25.01.2019 - 29.01.2019,2,0 - 3
27.01.2019 20:00,Torino - Inter,25.01.2019 - 29.01.2019,1,1 - 0
27.01.2019 22:30,Lazio - Juventus,25.01.2019 - 29.01.2019,2,1 - 2
27.01.2019 18:15,Girona - Barcelona,25.01.2019 - 29.01.2019,2,0 - 2
27.01.2019 22:45,Espanyol - Real Madrid,25.01.2019 - 29.01.2019,2,2 - 4
18.01.2019 20:30,Akhisarspor - Beşiktaş,18.01.2019 - 22.01.2019,2,1 - 3
21.01.2019 20:00,Bursaspor - Fenerbahçe,18.01.2019 - 22.01.2019,0,1 - 1
20.01.2019 19:00,Trabzonspor - İst.Başakşehir,18.01.2019 - 22.01.2019,2,2 - 4
20.01.2019 16:00,Alanyaspor - Sivasspor,18.01.2019 - 22.01.2019,1,2 - 0
19.01.2019 16:00,Antalyaspor - Kayserispor,18.01.2019 - 22.01.2019,0,0 - 0
19.01.2019 13:30,Bşb.Erzurumspor - Konyaspor,18.01.2019 - 22.01.2019,2,1 - 2
21.01.2019 20:00,Kasımpaşa - Rizespor,18.01.2019 - 22.01.2019,2,0 - 1
19.01.2019 13:30,Y.Malatyaspor - Göztepe,18.01.2019 - 22.01.2019,1,3 - 2
19.01.2019 15:30,Wolverhampton - Leicester City,18.01.2019 - 22.01.2019,1,4 - 3
19.01.2019 20:30,Arsenal - Chelsea,18.01.2019 - 22.01.2019,1,2 - 0
18.01.2019 22:30,Hoffenheim - B.Münih,18.01.2019 - 22.01.2019,2,1 - 3
19.01.2019 20:30,Rb Leipzig - B.Dortmund,18.01.2019 - 22.01.2019,2,0 - 1
20.01.2019 22:30,Napoli - Lazio,18.01.2019 - 22.01.2019,1,2 - 1
19.01.2019 18:15,Real Madrid - Sevilla,18.01.2019 - 22.01.2019,1,2 - 0
12.01.2019 15:30,West Ham United - Arsenal,12.01.2019 - 15.01.2019,1,1 - 0
12.01.2019 18:00,Brighton - Liverpool,12.01.2019 - 15.01.2019,2,0 - 1
12.01.2019 18:00,Burnley - Fulham,12.01.2019 - 15.01.2019,1,2 - 1
12.01.2019 18:00,Crystal Palace - Watford,12.01.2019 - 15.01.2019,2,1 - 2
12.01.2019 18:00,Leicester City - Southampton,12.01.2019 - 15.01.2019,2,1 - 2
12.01.2019 20:30,Chelsea - Newcastle Utd,12.01.2019 - 15.01.2019,1,2 - 1
13.01.2019 17:15,Everton - Bournemouth,12.01.2019 - 15.01.2019,1,2 - 0
13.01.2019 19:30,Tottenham - Man. United,12.01.2019 - 15.01.2019,2,0 - 1
12.01.2019 18:15,Valencia - Real Valladolid,12.01.2019 - 15.01.2019,0,1 - 1
12.01.2019 20:30,Girona - Alaves,12.01.2019 - 15.01.2019,0,1 - 1
12.01.2019 22:45,Villarreal - Getafe,12.01.2019 - 15.01.2019,2,1 - 2
13.01.2019 14:00,Atletico Madrid - Levante,12.01.2019 - 15.01.2019,1,1 - 0
13.01.2019 18:15,Athletic Bilbao - Sevilla,12.01.2019 - 15.01.2019,1,2 - 0
13.01.2019 20:30,Barcelona - Eibar,12.01.2019 - 15.01.2019,1,3 - 0
13.01.2019 22:45,Real Betis - Real Madrid,12.01.2019 - 15.01.2019,2,1 - 2
04.01.2019 21:00,Levante - Girona,04.01.2019 - 08.01.2019,0,2 - 2
04.01.2019 23:00,Espanyol - Leganes,04.01.2019 - 08.01.2019,1,1 - 0
05.01.2019 15:00,R.Valladolid - R.Vallecano,04.01.2019 - 08.01.2019,2,0 - 1
05.01.2019 18:15,Alaves - Valencia,04.01.2019 - 08.01.2019,1,2 - 1
05.01.2019 22:45,Huesca - Real Betis,04.01.2019 - 08.01.2019,1,2 - 1
06.01.2019 14:00,Eibar - Villarreal,04.01.2019 - 08.01.2019,0,0 - 0
06.01.2019 18:15,Sevilla - Atl.Madrid,04.01.2019 - 08.01.2019,0,1 - 1
06.01.2019 20:30,Real Madrid - R.Sociedad,04.01.2019 - 08.01.2019,2,0 - 2
06.01.2019 22:45,Getafe - Barcelona,04.01.2019 - 08.01.2019,2,1 - 2
05.01.2019 23:30,Maritimo - Portimonense,04.01.2019 - 08.01.2019,1,2 - 1
06.01.2019 18:00,Feirense - Santa Clara,04.01.2019 - 08.01.2019,0,2 - 2
06.01.2019 18:00,Belenenses - Guimaraes,04.01.2019 - 08.01.2019,1,1 - 0
06.01.2019 18:00,Setubal - Chaves,04.01.2019 - 08.01.2019,0,0 - 0
06.01.2019 20:30,Benfica - Rio Ave,04.01.2019 - 08.01.2019,1,4 - 2
06.01.2019 23:00,Braga - Boavista,04.01.2019 - 08.01.2019,1,1 - 0
29.12.2018 20:30,Liverpool - Arsenal,29.12.2018 - 01.01.2019,1,5 - 1
30.12.2018 17:15,Southampton - Manchester City,29.12.2018 - 01.01.2019,2,1 - 3
29.12.2018 18:00,Tottenham - Wolverhampton,29.12.2018 - 01.01.2019,2,1 - 3
30.12.2018 15:00,Crystal Palace - Chelsea,29.12.2018 - 01.01.2019,2,0 - 1
30.12.2018 19:30,Manchester Utd. - Bournemouth,29.12.2018 - 01.01.2019,1,4 - 1
29.12.2018 18:00,Brighton - Everton,29.12.2018 - 01.01.2019,1,1 - 0
29.12.2018 18:00,Fulham - Huddersfield,29.12.2018 - 01.01.2019,1,1 - 0
29.12.2018 18:00,Leicester City - Cardiff,29.12.2018 - 01.01.2019,2,0 - 1
29.12.2018 18:00,Watford - Newcastle Utd,29.12.2018 - 01.01.2019,0,1 - 1
30.12.2018 17:15,Burnley - West Ham,29.12.2018 - 01.01.2019,1,2 - 0
29.12.2018 17:00,Empoli - Inter,29.12.2018 - 01.01.2019,2,0 - 1
29.12.2018 17:00,Genoa - Fiorentina,29.12.2018 - 01.01.2019,0,0 - 0
29.12.2018 17:00,Parma - Roma,29.12.2018 - 01.01.2019,2,0 - 2
29.12.2018 17:00,Lazio - Torino,29.12.2018 - 01.01.2019,0,1 - 1
29.12.2018 17:00,Sassuolo - Atalanta,29.12.2018 - 01.01.2019,2,2 - 6
23.12.2018 19:00,Galatasaray - Sivasspor,21.12.2018 - 25.12.2018,1,4 - 2
22.12.2018 19:00,Kasımpaşa - Beşiktaş,21.12.2018 - 25.12.2018,1,4 - 1
24.12.2018 20:00,Antalyaspor - Fenerbahçe,21.12.2018 - 25.12.2018,0,0 - 0
23.12.2018 16:00,Trabzonspor - Ç.Rizespor,21.12.2018 - 25.12.2018,1,4 - 1
22.12.2018 16:00,A.Alanyaspor - İ.Başakşehir,21.12.2018 - 25.12.2018,0,1 - 1
23.12.2018 13:30,Erzurumspor - Kayserispor,21.12.2018 - 25.12.2018,0,1 - 1
23.12.2018 16:00,Bursaspor - Y.Malatyaspor,21.12.2018 - 25.12.2018,0,1 - 1
24.12.2018 20:00,Akhisarspor - Konyaspor,21.12.2018 - 25.12.2018,0,0 - 0
22.12.2018 13:30,Ankaragücü - Göztepe,21.12.2018 - 25.12.2018,2,0 - 3
22.12.2018 18:00,Chelsea - Leicester City,21.12.2018 - 25.12.2018,2,0 - 1
23.12.2018 19:00,Everton - Tottenham,21.12.2018 - 25.12.2018,2,2 - 6
21.12.2018 22:30,B.Dortmund - M'Gladbach,21.12.2018 - 25.12.2018,1,2 - 1
22.12.2018 20:30,E.Frankfurt - B.Münih,21.12.2018 - 25.12.2018,2,0 - 3
22.12.2018 22:30,Juventus - Roma,21.12.2018 - 25.12.2018,1,1 - 0
22.12.2018 18:15,Atl.Madrid - Espanyol,21.12.2018 - 25.12.2018,1,1 - 0
16.12.2018 19:00,Beşiktaş - Trabzonspor,14.12.2018 - 18.12.2018,0,2 - 2
15.12.2018 19:00,İ.Başakşehir - Galatasaray,14.12.2018 - 18.12.2018,0,1 - 1
17.12.2018 20:00,Fenerbahçe - Erzurumspor,14.12.2018 - 18.12.2018,0,2 - 2
14.12.2018 20:30,Göztepe - Bursaspor,14.12.2018 - 18.12.2018,0,0 - 0
15.12.2018 13:30,Rizespor - Alanyaspor,14.12.2018 - 18.12.2018,0,1 - 1
15.12.2018 13:30,Sivasspor - Ankaragücü,14.12.2018 - 18.12.2018,1,4 - 0
15.12.2018 16:00,Konyaspor - Kasımpaşa,14.12.2018 - 18.12.2018,1,3 - 2
16.12.2018 13:30,Y.Malatyaspor - Antalyaspor,14.12.2018 - 18.12.2018,1,2 - 0
16.12.2018 16:00,Kayserispor - Akhisarspor,14.12.2018 - 18.12.2018,1,1 - 0
15.12.2018 15:30,Man.City - Everton,14.12.2018 - 18.12.2018,1,3 - 1
16.12.2018 19:00,Liverpool - Man.Utd,14.12.2018 - 18.12.2018,1,3 - 1
15.12.2018 17:30,Hoffenheim - Gladbach,14.12.2018 - 18.12.2018,0,0 - 0
15.12.2018 20:30,B.Dortmund - Werder Bremen,14.12.2018 - 18.12.2018,1,2 - 1
15.12.2018 22:30,Torino - Juventus,14.12.2018 - 18.12.2018,2,0 - 1
16.12.2018 22:45,Levante - Barcelona,14.12.2018 - 18.12.2018,2,0 - 5
